group,TD-DOA,keyword
DS,711,MAB
DS,858,MAB-2nd
Normal,6,RTW
Normal,161,MAB
Normal,55,RTW
Normal,153,MAB
Normal,38,file screening
Normal,76,file screening
Normal,119,RTW
Normal,304,MAB
DS,323,RTW
DS,335,DS
Normal,165,MAB
Normal,122,RTW
Normal,165,MAB
Normal,272,RTW
Normal,334,MAB
Normal,239,MAB
Normal,405,MAB-2nd
Normal,508,MAB
Normal,741,MAB
Normal,867,MAB-2nd
Normal,714,MAB
Normal,487,RTW
Normal,868,MAB-2nd
Normal,119,MAB
Normal,738,MAB
Normal,433,MAB
Normal,629,MAB
DS,362,MAB
DS,362,MAB
DS,369,DS
DS,391,DS - Succeed
Normal,285,MAB
Normal,127,RTW
Normal,407,MAB
Normal,17,file screening
Normal,159,MAB
Normal,47,RTW
Normal,673,MAB
Normal,764,MAB-2nd
Normal,764,MAB
Normal,2012,MAB
Normal,2201,MAB-2nd
Normal,94,file screening
Normal,460,MAB
Normal,21,file screening
Normal,380,MAB
Normal,52,file screening
Normal,243,MAB
Normal,418,MAB-2nd
DS,18,HLM
DS,389,DS
DS,458,DS
DS,488,MAB
DS,605,DS
DS,759,MAB-2nd
Normal,902,MAB
Normal,383,MAB
DS,322,MAB
DS,366,DS
Normal,243,MAB-2nd
Normal,39,HLM
DS,345,MAB
DS,364,DS
Normal,46,RTW
Normal,418,MAB
Legal,960,MAB
Normal,848,MAB
Normal,32,file screening
Normal,110,RTW
Normal,100,file screening
Normal,402,MAB-2nd
Normal,45,HLM
DS,182,RTW
DS,283,MAB
DS,303,DS
DS,303,MAB
Normal,305,MAB
Legal,295,DS
Legal,295,MAB
Legal,268,MAB
Legal,387,MAB-2nd
Normal,42,file screening
Normal,30,file screening
Normal,473,MAB
Normal,291,MAB
Normal,389,MAB
Normal,78,file screening
Normal,547,MAB
DS,15,RTW
DS,304,MAB
DS,472,MAB-2nd
DS,660,DS
Normal,335,MAB
Normal,179,MAB
Normal,404,MAB
Normal,404,MAB
Normal,366,RTW
Normal,365,MAB
Normal,19,file screening
Normal,131,RTW
Normal,214,MAB
Normal,381,MAB
Normal,250,MAB
Normal,306,RTW
Normal,399,MAB-2nd
Normal,611,RTW
Normal,715,MAB-2nd
DS,69,MAB
DS,481,DS
Normal,348,MAB
Normal,337,RTW
Normal,689,MAB
Normal,-32,RTW
Normal,401,MAB
Normal,465,MAB
Normal,745,MAB
Normal,682,MAB-2nd
Normal,235,MAB
Normal,171,RTW
Normal,203,MAB
Normal,364,MAB
Normal,352,MAB
Normal,748,MAB
Normal,282,MAB
Normal,533,RTW
Normal,527,MAB-2nd
Normal,550,RTW
Normal,590,RTW
Normal,690,MAB
Normal,635,RTW
Normal,795,MAB
Normal,23,file screening
Normal,538,MAB
Normal,182,RTW
Normal,226,MAB
Normal,129,RTW
Normal,135,MAB
Normal,39,RTW
Normal,824,MAB
Normal,188,MAB
Normal,25,file screening
Normal,339,MAB-2nd
Normal,493,MAB-2nd
Normal,1589,MAB-2nd
Normal,342,MAB
Normal,433,MAB-2nd
Normal,526,MAB
Normal,24,file screening
Normal,828,MAB
Normal,954,MAB-2nd
DS,405,DS
DS,569,MAB
Normal,197,MAB
Normal,297,MAB
Normal,277,MAB
Normal,185,MAB
Normal,186,RTW
Normal,473,MAB
Normal,27,file screening
Normal,155,MAB
Normal,79,RTW
Normal,82,RTW
Normal,449,MAB-2nd
Normal,36,RTW
Normal,308,RTW
Normal,442,MAB
Normal,541,MAB
Normal,177,RTW
Normal,361,MAB
Normal,454,MAB
Normal,9,file screening
Normal,186,RTW
Normal,643,MAB
Normal,1314,Time Barred
Normal,670,MAB
DS,355,DS
DS,1151,MAB
DS,766,RTW
Normal,739,MAB
Normal,475,MAB
Normal,15,file screening
Normal,470,MAB
Normal,457,MAB-2nd
Normal,140,RTW
Normal,429,MAB
DS,673,RTW
DS,792,MAB
DS,838,DS
Normal,106,RTW
Normal,166,MAB
Normal,134,RTW
Normal,255,MAB
DS,205,MAB
DS,175,RTW
DS,231,DS
DS,296,MAB-2nd
Normal,964,MAB
Normal,1055,MAB-2nd
Normal,507,MAB-2nd
Normal,137,RTW
Normal,223,MAB
Normal,98,RTW
Normal,6,file screening
Normal,539,MAB
Normal,697,RTW
Legal,118,MAB
Legal,118,MAB
Legal,244,MAB-2nd
Legal,244,MAB
Normal,422,MAB
Normal,213,MAB
Normal,519,MAB
Normal,519,MAB
DS,238,file screening
DS,778,DS
DS,48,MAB
DS,182,MAB
DS,100,RTW
DS,273,DS
Normal,257,MAB
Normal,464,RTW
Normal,463,MAB
Normal,26,file screening
Normal,208,MAB
Normal,122,MAB
Normal,186,MAB
Normal,318,MAB
Normal,525,MAB
Normal,609,MAB-2nd
Normal,655,RTW
Normal,377,RTW
Normal,473,MAB
Normal,377,RTW
Normal,193,MAB
Normal,194,RTW
Normal,326,MAB
Normal,360,RTW
Normal,327,MAB
Normal,27,file screening
Normal,401,MAB
Normal,71,file screening
Normal,306,MAB
Normal,411,MAB-2nd
Normal,456,RTW
Normal,273,MAB-2nd
Normal,640,MAB
Normal,130,RTW
Normal,133,MAB
Normal,522,MAB
Normal,655,MAB-2nd
Normal,316,MAB
Normal,435,MAB-2nd
Normal,25,file screening
Normal,366,MAB
Normal,13,file screening
Normal,642,MAB
Normal,22,file screening
Normal,518,MAB
Normal,925,MAB
Normal,334,MAB
Normal,91,MAB
Normal,113,MAB
Normal,9,RTW
Normal,189,MAB-2nd
Normal,127,file screening
Normal,768,MAB
Normal,454,RTW
Normal,829,MAB
Normal,181,MAB
Normal,76,RTW
Normal,181,MAB
Normal,392,MAB
Normal,200,RTW
Normal,232,MAB
Normal,405,MAB-2nd
Normal,200,RTW
Normal,465,MAB
Normal,843,MAB-2nd
Normal,70,file screening
Normal,181,MAB
Normal,12,file screening
Normal,427,MAB
Normal,546,MAB-2nd
Normal,590,MAB
Normal,709,MAB
Normal,709,MAB
Normal,1052,MAB
Normal,131,MAB
Normal,89,RTW
Normal,208,MAB
Normal,125,RTW
Normal,380,MAB
Normal,380,MAB
Normal,162,MAB
Normal,162,MAB
Normal,174,MAB
Normal,65,file screening
Normal,419,MAB
Normal,42,file screening
Normal,361,RTW
Normal,44,RTW
Normal,225,MAB
Normal,344,MAB
Normal,364,RTW
Normal,45,file screening
Normal,601,MAB
Normal,194,RTW
Normal,180,MAB
Normal,140,MAB
Normal,40,RTW
Normal,224,MAB
DS,664,DS
DS,695,DS - Succeed
Normal,38,file screening
Normal,506,MAB
DS,1063,DS
DS,1111,DS - Succeed
Normal,272,MAB
Normal,660,RTW
Normal,660,MAB-2nd
Normal,13,file screening
Normal,336,MAB
Normal,405,MAB-2nd
Normal,626,RTW
Normal,541,RTW
Normal,662,MAB
Normal,558,RTW
Normal,73,RTW
Normal,457,Time Barred
Legal,166,MAB
Legal,402,DS
Legal,766,DS-Legal-Succeed
Normal,537,MAB
Normal,307,MAB
Normal,61,file screening
Normal,170,MAB
Normal,20,file screening
Normal,301,MAB
Normal,35,file screening
Normal,57,file screening
Normal,340,MAB
Normal,11,file screening
Normal,136,MAB
Normal,28,RTW
Normal,28,RTW
Normal,259,file screening
Normal,290,file screening
Normal,515,RTW
Normal,334,MAB
Normal,244,RTW
Normal,438,MAB
Normal,468,RTW
Normal,47,file screening
DS,243,DS
DS,243,DS - Succeed
DS,212,RTW
DS,402,MAB-2nd
DS,429,DS
DS,444,DS
Normal,193,MAB
Normal,175,RTW
Normal,303,MAB
Normal,43,RTW
Normal,151,MAB
Normal,372,MAB
Normal,185,RTW
Normal,454,MAB
Normal,203,MAB
DS,170,MAB
DS,142,DS
Normal,313,MAB
Normal,10,file screening
Normal,389,MAB
DS,428,DS
Normal,287,MAB
Normal,288,RTW
Normal,18,RTW
Normal,13,file screening
Normal,24,file screening
DS,558,DS
Normal,515,RTW
Normal,534,MAB
Normal,171,MAB
Normal,253,MAB
Normal,158,RTW
Normal,817,MAB
Normal,63,file screening
Normal,2,RTW
Normal,153,RTW
Normal,395,MAB
DS,575,DS
DS,513,DS
Normal,897,MAB
Normal,293,MAB
Normal,626,MAB
Normal,521,RTW
Normal,1242,MAB-2nd
DS,9,file screening
DS,190,MAB
DS,430,MAB
DS,525,DS
DS,350,DS
DS,350,MAB
DS,355,MAB
DS,644,DS - Succeed
DS,351,DS
Normal,13,file screening
Normal,385,MAB
Normal,779,MAB
Normal,157,RTW
Normal,259,MAB
Normal,54,file screening
Normal,76,RTW
Normal,406,MAB-2nd
Normal,344,RTW
Normal,276,MAB
Normal,26,file screening
Normal,376,MAB
DS,128,RTW
DS,324,MAB-2nd
DS,301,DS
Normal,431,MAB
Normal,336,RTW
Normal,588,MAB-2nd
Legal,216,MAB
Legal,873,Legal
Legal,881,DS - Succeed
DS,560,DS
Legal,36,file screening
Legal,1294,Legal
Normal,38,RTW
Normal,31,RTW
Normal,160,MAB
Normal,356,MAB
Normal,357,RTW
Normal,417,MAB
Normal,417,RTW
Normal,430,MAB
Normal,279,MAB
Normal,270,RTW
DS,-78,MAB
DS,232,DS
DS,323,DS
DS,414,MAB
DS,526,MAB-2nd
Normal,554,MAB
Normal,67,file screening
Normal,82,file screening
Normal,202,MAB
Normal,162,MAB
Normal,169,RTW
Normal,188,RTW
Normal,111,MAB
Normal,357,MAB
Normal,348,RTW
DS,496,MAB-2nd
DS,454,RTW
DS,634,RTW
DS,640,DS
Normal,217,MAB
Normal,99,MAB
Normal,39,RTW
Normal,435,MAB
Normal,201,MAB
Normal,443,MAB
Normal,534,MAB-2nd
Legal,125,RTW
Legal,237,MAB
Legal,157,RTW
Normal,167,RTW
Normal,892,MAB
Normal,29,file screening
Normal,56,file screening
Normal,437,MAB
Normal,561,RTW
Legal,406,MAB
Legal,410,MAB
Legal,476,MAB-2nd
Normal,19,file screening
Normal,38,file screening
Normal,14,file screening
Normal,518,MAB
Normal,133,MAB
Normal,43,RTW
Normal,7,RTW
Normal,133,MAB
Normal,187,RTW
DS,525,MAB
DS,529,DS
DS,520,MAB
DS,562,DS
Normal,596,MAB
DS,720,DS
DS,816,MAB
DS,235,DS
DS,383,MAB
DS,404,DS - Succeed
Normal,81,RTW
Normal,71,RTW
Normal,297,MAB
Normal,385,MAB
Normal,511,MAB-2nd
Normal,86,file screening
Normal,157,MAB
Normal,204,RTW
Normal,276,MAB-2nd
Normal,14,file screening
Normal,323,MAB
Normal,323,MAB
Normal,459,MAB
Normal,34,file screening
Normal,314,MAB
Normal,390,MAB
Normal,148,MAB
Normal,275,MAB
DS,369,MAB-2nd
DS,604,DS
DS,604,MAB-2nd
Normal,60,file screening
Normal,16,file screening
Normal,151,MAB
Normal,151,RTW
DS,195,MAB
DS,697,DS
Normal,14,file screening
DS,125,RTW
DS,125,MAB
DS,775,MAB
DS,775,MAB
DS,963,MAB-2nd
DS,1060,MAB-2nd
DS,1173,DS
DS,1431,DS
DS,1431,DS - Succeed
Normal,1079,MAB
Normal,1385,MAB
Normal,99,MAB
Normal,99,RTW
DS,512,DS
DS,408,MAB
DS,343,RTW
DS,527,MAB-2nd
Normal,11,file screening
Normal,15,file screening
Normal,16,file screening
Normal,180,RTW
Normal,431,RTW
Normal,678,MAB
Normal,707,MAB
Normal,860,MAB-2nd
Normal,874,MAB-2nd
Normal,841,MAB
DS,631,DS
Normal,12,file screening
Normal,32,file screening
Normal,121,file screening
Normal,708,RTW
Normal,135,MAB
Normal,259,MAB-2nd
Normal,64,RTW
DS,508,DS
DS,511,DS
DS,511,DS - Succeed
DS,424,MAB
DS,1395,DS
DS,1603,DS
Normal,35,file screening
Normal,35,file screening
Normal,416,MAB
Normal,416,RTW
Normal,829,MAB
Normal,899,MAB
Normal,899,MAB
Normal,12,file screening
Normal,12,file screening
Normal,15,file screening
Normal,434,MAB
DS,36,file screening
DS,452,DS
Normal,265,MAB
Normal,764,MAB-2nd
Normal,764,MAB-2nd
Normal,418,MAB
Normal,264,RTW
Normal,441,MAB
Normal,390,RTW
Normal,359,MAB
Normal,204,RTW
Normal,30,HLM
Normal,198,MAB
Normal,381,MAB-2nd
Normal,149,RTW
Normal,620,MAB
Normal,151,MAB
Normal,150,RTW
Normal,382,MAB-2nd
Normal,376,RTW
Normal,532,MAB
Normal,666,MAB
DS,344,DS
DS,431,MAB
DS,447,MAB
DS,552,DS
DS,637,DS
Normal,625,MAB
Normal,842,MAB-2nd
Normal,15,file screening
Normal,62,file screening
Normal,336,MAB
Normal,432,RTW
Normal,692,MAB
Normal,665,MAB
DS,448,DS
DS,685,MAB
Normal,41,RTW
Normal,145,MAB
Normal,121,RTW
Normal,253,MAB
Normal,351,MAB-2nd
Normal,574,RTW
Normal,281,RTW
Normal,280,MAB
Normal,294,MAB-2nd
Normal,26,file screening
Normal,364,MAB
Normal,400,RTW
Normal,350,MAB
Normal,598,MAB-2nd
Normal,282,MAB
Normal,209,RTW
Legal,246,MAB
Legal,44,RTW
Legal,262,DS
Legal,289,Legal
Legal,433,Legal
DS,317,MAB
DS,365,DS
Normal,9,file screening
Normal,179,MAB
Normal,161,MAB
Normal,88,file screening
Normal,94,file screening
Normal,619,MAB
Normal,403,MAB
Normal,465,MAB
DS,756,DS
DS,351,RTW
DS,455,MAB
DS,616,MAB-2nd
Normal,811,MAB
Normal,202,MAB
Normal,321,MAB-2nd
Normal,121,RTW
Normal,361,MAB
Normal,362,RTW
Normal,150,MAB
Normal,151,RTW
Normal,213,MAB
Normal,147,RTW
Normal,136,MAB
Normal,60,RTW
Normal,290,MAB
Normal,358,MAB
Normal,694,MAB-2nd
Normal,722,MAB-2nd
Normal,599,MAB
Normal,753,MAB
Normal,753,MAB
Normal,753,MAB
Normal,130,MAB
Normal,273,MAB-2nd
Normal,138,RTW
Normal,159,MAB
Normal,161,RTW
Normal,33,file screening
DS,1797,DS
Normal,319,MAB
Normal,901,MAB
Normal,901,MAB
Normal,463,MAB
Normal,381,MAB
Normal,427,RTW
Normal,635,MAB
Normal,68,file screening
Normal,254,MAB
Normal,22,RTW
Normal,346,MAB
Normal,269,RTW
Normal,269,MAB
Normal,154,RTW
Normal,712,MAB
Normal,656,MAB
Normal,811,MAB
Normal,40,RTW
Normal,106,MAB
Normal,49,RTW
Normal,949,MAB-2nd
Normal,927,MAB
Normal,435,MAB
Normal,325,RTW
Normal,439,MAB
Normal,165,MAB
Normal,173,RTW
Normal,NA,MAB
Normal,NA,RTW
DS,505,MAB
DS,505,MAB
DS,609,DS
DS,695,DS
DS,745,DS - Succeed
Normal,168,RTW
Normal,273,MAB
Normal,12,file screening
Normal,12,file screening
Normal,33,RTW
Normal,60,RTW
Normal,405,MAB
DS,213,MAB
DS,189,RTW
DS,213,MAB
DS,248,DS
Normal,30,file screening
Normal,30,file screening
Normal,136,RTW
DS,195,DS
DS,301,MAB
DS,301,RTW
DS,480,MAB
DS,400,RTW
DS,434,RTW
Normal,36,file screening
Normal,22,MAB
Normal,22,MAB
Normal,645,MAB-2nd
Normal,736,MAB-2nd
Normal,151,MAB
Normal,76,RTW
Legal,83,RTW
Legal,229,MAB
Legal,355,MAB-2nd
Legal,289,DS
Legal,320,DS
Legal,401,DS-Legal
Legal,189,MAB
Legal,478,DS
Legal,1464,DS - Succeed
Legal,1464,file screening
Normal,214,file screening
DS,605,DS
DS,606,DS
DS,654,DS
DS,654,RTW
Normal,502,MAB
Normal,502,MAB
Normal,182,RTW
Normal,54,file screening
Normal,60,file screening
Normal,383,MAB
Normal,308,file screening
Normal,313,MAB
Normal,32,file screening
Normal,35,file screening
Normal,327,MAB
Normal,297,MAB
Normal,353,MAB
Normal,327,MAB
Normal,726,MAB
DS,264,MAB
DS,312,DS
DS,347,MAB-2nd
Normal,114,RTW
DS,259,MAB
DS,257,DS
DS,257,RTW
DS,267,RTW
DS,343,DS - Succeed
DS,569,MAB
DS,653,MAB-2nd
DS,633,DS
DS,653,MAB-2nd
Normal,93,MAB
Normal,-139,MAB
Normal,123,RTW
Normal,78,RTW
Normal,129,MAB
Normal,47,RTW
Normal,129,MAB
Normal,130,RTW
Normal,148,MAB
Normal,60,file screening
Normal,582,MAB
DS,26,file screening
DS,265,MAB
DS,285,DS
Normal,64,file screening
Normal,64,file screening
Normal,252,file screening
DS,21,RTW
DS,33,RTW
DS,111,RTW
DS,225,MAB
DS,160,RTW
DS,323,MAB-2nd
DS,258,RTW
DS,354,DS
DS,362,DS
Normal,60,RTW
Normal,119,MAB
Normal,209,MAB
Normal,54,file screening
Normal,532,MAB
Normal,1036,MAB-2nd
Normal,36,file screening
Normal,42,file screening
Normal,90,RTW
Normal,90,RTW
Normal,154,RTW
Normal,255,MAB
Normal,195,RTW
DS,147,RTW
DS,355,MAB
DS,355,MAB
DS,355,MAB
DS,313,RTW
DS,543,MAB-2nd
DS,601,MAB
DS,719,DS
DS,640,MAB
DS,640,MAB-2nd
DS,817,DS
DS,984,DS
DS,1011,DS - Succeed
Normal,80,file screening
Normal,452,MAB
Normal,1610,MAB
Normal,15,file screening
Normal,43,RTW
Normal,452,MAB
Normal,473,MAB-2nd
Normal,453,RTW
Normal,481,RTW
Normal,571,MAB
Normal,474,MAB-2nd
Normal,97,file screening
Normal,229,MAB
Legal,56,file screening
Legal,56,RTW
Legal,134,file screening
Legal,583,RTW
Legal,347,DS
Legal,662,MAB
Legal,662,MAB
Legal,829,DS
Legal,829,DS - Succeed
Legal,829,RTW
Legal,1213,RTW
Legal,1213,DS
Legal,294,MAB
Legal,445,MAB
Legal,616,MAB-2nd
Legal,616,MAB
Legal,434,MAB
Legal,281,MAB
Normal,54,file screening
Normal,54,MAB
Normal,54,RTW
Normal,127,MAB
Normal,389,MAB-2nd
Normal,389,MAB
Normal,508,MAB-2nd
Normal,508,MAB-2nd
Normal,137,RTW
Normal,338,MAB
Normal,338,MAB
Normal,436,MAB-2nd
Normal,436,MAB-2nd
Normal,432,MAB-2nd
Normal,436,MAB
Normal,681,MAB-2nd
Normal,681,MAB
Normal,681,MAB-2nd
Normal,681,MAB
Normal,681,MAB-2nd
Normal,681,MAB-2nd
Normal,681,MAB-2nd
Normal,147,file screening
Normal,232,MAB
Normal,38,file screening
Normal,195,MAB
Normal,216,MAB
Normal,77,file screening
Normal,609,MAB
Normal,693,MAB
Normal,265,MAB
DS,29,file screening
DS,428,DS
DS,436,DS
DS,668,MAB
Normal,240,MAB
Normal,193,RTW
Normal,240,MAB
DS,137,MAB
DS,182,MAB
DS,235,MAB
DS,339,file screening
DS,357,MAB
DS,400,DS
DS,573,DS
Normal,1008,MAB-2nd
DS,627,DS
Normal,147,MAB
Normal,25,file screening
Normal,93,RTW
Normal,191,MAB
Normal,191,MAB
Normal,215,MAB-2nd
Normal,275,MAB-2nd
Normal,275,MAB-2nd
Normal,275,MAB-2nd
Normal,265,RTW
Normal,275,MAB-2nd
DS,61,file screening
DS,157,RTW
DS,538,DS
DS,903,MAB-2nd
DS,139,MAB
DS,109,RTW
DS,258,MAB-2nd
DS,349,DS
Normal,492,MAB
Normal,146,file screening
Normal,375,RTW
Normal,516,MAB
Normal,24,file screening
Normal,45,file screening
Normal,167,RTW
Normal,310,MAB
Normal,310,MAB
Normal,47,file screening
Normal,47,MAB
Normal,211,MAB
Normal,211,MAB
Normal,540,MAB
Legal,26,file screening
Legal,34,file screening
Legal,38,RTW
Legal,144,MAB
Legal,177,file screening
Legal,177,file screening
Legal,235,MAB
Legal,145,MAB
Legal,1747,DS - Succeed
Legal,78,file screening
Legal,729,MAB
Legal,729,MAB
Legal,834,Legal
Legal,1085,Legal
Legal,1085,Legal
Legal,1085,DS
Normal,69,file screening
Normal,270,MAB
DS,380,MAB
DS,311,file screening
DS,315,file screening
DS,380,MAB
DS,414,DS
DS,499,DS
DS,553,DS
DS,553,RTW
Normal,209,file screening
Normal,645,MAB
Normal,645,MAB
Normal,103,RTW
Normal,439,MAB
Normal,55,file screening
Normal,348,MAB
Normal,119,file screening
Normal,119,MAB
DS,58,file screening
DS,580,DS
Normal,37,file screening
Normal,52,file screening
Normal,379,MAB
Normal,89,file screening
Normal,473,MAB
Normal,62,file screening
Normal,335,MAB
Normal,152,file screening
Normal,157,file screening
Normal,155,file screening
Normal,388,MAB
Normal,486,MAB
Normal,103,file screening
Normal,1550,MAB
Normal,149,MAB
Normal,105,RTW
Normal,129,RTW
Normal,149,MAB
Normal,797,RTW
Normal,941,MAB
Normal,997,MAB
Normal,1102,MAB-2nd
Normal,1102,MAB
Normal,1140,MAB
Normal,1340,MAB-2nd
Normal,34,file screening
Normal,341,MAB
Normal,382,MAB
Normal,460,MAB
Normal,413,RTW
Normal,460,MAB
Normal,445,RTW
Normal,332,MAB
Normal,332,MAB-2nd
Normal,579,MAB-2nd
Normal,642,MAB
Normal,642,MAB-2nd
Normal,332,MAB-2nd
Normal,536,MAB
DS,107,file screening
DS,-1369,MAB
DS,450,DS
DS,456,DS
DS,546,MAB
DS,540,DS
Legal,130,file screening
Legal,293,MAB
Legal,11,RTW
Legal,25,MAB
Legal,11,RTW
Normal,141,MAB
Normal,148,file screening
Normal,493,MAB
Normal,18,file screening
Normal,31,file screening
Normal,217,RTW
Normal,96,file screening
Normal,623,MAB
Normal,127,MAB
Normal,568,MAB
Normal,451,RTW
Normal,568,MAB-2nd
DS,36,file screening
DS,231,MAB
DS,378,MAB-2nd
DS,378,MAB-2nd
DS,378,MAB-2nd
DS,383,MAB
DS,407,DS
DS,422,DS
DS,426,DS
DS,426,RTW
Normal,104,file screening
Normal,393,MAB
DS,23,file screening
DS,23,file screening
DS,150,MAB
DS,222,RTW
DS,297,MAB-2nd
DS,243,DS
DS,297,MAB-2nd
DS,323,DS
DS,428,DS - Succeed
DS,519,DS - Succeed
Legal,107,file screening
Legal,387,MAB
Legal,597,MAB
Normal,202,file screening
Normal,404,MAB
Normal,105,file screening
Normal,367,RTW
Normal,113,file screening
Normal,146,file screening
Normal,394,MAB
Normal,45,file screening
Normal,436,MAB
Normal,42,file screening
Normal,57,file screening
Normal,71,RTW
Normal,170,MAB
Normal,107,RTW
Normal,170,MAB
DS,47,file screening
DS,128,file screening
DS,128,MAB
DS,128,RTW
DS,129,file screening
DS,291,DS
DS,403,MAB
DS,382,RTW
Normal,31,file screening
Normal,31,file screening
Normal,535,MAB
Normal,165,MAB
Normal,62,file screening
Normal,147,RTW
Normal,385,MAB
Normal,694,RTW
Normal,766,MAB
Normal,843,MAB-2nd
Normal,180,file screening
Normal,447,MAB
Normal,62,file screening
Normal,258,MAB
Normal,435,MAB
Normal,531,MAB
Normal,22,file screening
Normal,86,file screening
Normal,87,file screening
Normal,1447,MAB
Normal,158,file screening
Normal,159,file screening
Normal,221,RTW
Normal,260,MAB
Normal,41,file screening
Normal,52,RTW
Normal,52,file screening
Normal,74,file screening
Normal,139,MAB
Normal,776,MAB-2nd
Normal,299,MAB
Normal,299,MAB
Normal,299,MAB
Normal,761,MAB-2nd
Normal,129,file screening
Normal,544,MAB
Normal,691,MAB
Normal,692,RTW
Legal,29,file screening
Normal,130,MAB
Normal,312,MAB
Normal,46,file screening
Normal,63,file screening
Normal,180,MAB
Normal,91,RTW
Normal,188,RTW
Normal,362,MAB-2nd
Normal,37,RTW
DS,33,file screening
DS,48,file screening
DS,50,file screening
DS,412,MAB
DS,531,DS
Normal,66,file screening
Normal,200,RTW
Normal,304,RTW
Normal,541,MAB
Normal,541,MAB
Normal,632,MAB-2nd
Normal,778,RTW
Normal,772,MAB-2nd
Legal,29,file screening
Legal,14,RTW
Legal,55,MAB
Normal,70,file screening
Normal,91,file screening
Normal,582,MAB
DS,45,file screening
DS,164,MAB
DS,182,MAB
DS,200,RTW
DS,283,MAB-2nd
DS,486,DS
Normal,17,file screening
Normal,31,file screening
Normal,88,RTW
Normal,15,file screening
Normal,41,file screening
Normal,56,RTW
Normal,170,MAB
DS,34,file screening
DS,48,file screening
DS,340,DS
DS,527,MAB
DS,480,RTW
Normal,63,file screening
Normal,64,file screening
Normal,78,RTW
Normal,78,file screening
Normal,194,RTW
Normal,201,file screening
Normal,454,MAB
Normal,581,MAB
Legal,67,file screening
Legal,76,file screening
Legal,77,file screening
Legal,532,MAB
Legal,532,MAB
Normal,35,file screening
Normal,35,file screening
Normal,43,file screening
Normal,486,RTW
Normal,575,MAB
Normal,701,MAB-2nd
Normal,646,MAB
DS,22,file screening
DS,24,file screening
DS,27,file screening
DS,28,file screening
DS,182,RTW
DS,303,MAB
DS,492,MAB-2nd
DS,499,DS
DS,758,MAB-2nd
DS,38,file screening
DS,40,file screening
DS,465,DS
DS,661,DS
Normal,91,file screening
Normal,99,file screening
Normal,331,RTW
Normal,532,MAB
Normal,532,MAB
DS,33,file screening
DS,485,MAB
DS,348,RTW
DS,397,MAB
DS,672,DS
Normal,13,file screening
Normal,14,file screening
Normal,303,MAB
Normal,443,MAB
Normal,346,RTW
Normal,443,MAB
Normal,443,MAB
Normal,39,file screening
Normal,584,MAB
DS,44,file screening
DS,104,MAB
DS,162,DS
Normal,297,file screening
Normal,407,MAB
Legal,102,file screening
Legal,19,MAB
Legal,714,RTW
Legal,882,DS
Legal,1440,RTW
Normal,448,MAB
DS,21,file screening
DS,299,DS
Normal,140,file screening
Normal,698,MAB
Normal,698,MAB
Normal,698,MAB
DS,40,file screening
DS,75,file screening
DS,261,MAB
DS,567,MAB
DS,623,DS
DS,656,DS
DS,1315,DS - Succeed
DS,1426,DS
DS,1436,DS
DS,1547,DS - Succeed
DS,110,file screening
DS,134,RTW
DS,461,MAB
DS,540,DS
DS,568,DS
DS,67,file screening
DS,556,MAB
DS,556,MAB
DS,571,DS
DS,583,DS
DS,638,DS
DS,702,DS
Normal,25,file screening
Normal,40,file screening
Normal,49,file screening
Normal,50,file screening
Normal,132,MAB
Normal,132,MAB
Normal,293,MAB
Normal,401,MAB
Normal,366,RTW
Normal,537,RTW
Normal,22,file screening
Normal,77,MAB
Normal,36,file screening
Normal,13,RTW
Normal,462,MAB-2nd
Normal,25,file screening
Normal,60,file screening
Normal,313,MAB
Normal,76,MAB
Normal,48,RTW
Normal,81,MAB
Normal,77,RTW
Normal,328,RTW
Normal,478,MAB
Normal,877,MAB-2nd
Normal,12,file screening
Normal,39,RTW
Normal,39,file screening
Normal,24,file screening
Normal,98,file screening
Normal,98,file screening
Normal,275,MAB
Normal,60,file screening
Normal,98,file screening
Normal,98,RTW
Normal,448,MAB
Normal,524,RTW
Normal,651,MAB
Normal,707,MAB-2nd
DS,20,RTW
DS,26,file screening
DS,35,RTW
DS,45,file screening
DS,66,RTW
DS,151,MAB
DS,164,RTW
DS,151,MAB
DS,277,MAB-2nd
DS,332,DS
Normal,19,file screening
Normal,21,file screening
Normal,55,file screening
Normal,215,RTW
Normal,75,file screening
Normal,160,MAB
Normal,51,file screening
Normal,109,file screening
Normal,488,MAB
Normal,558,MAB-2nd
Normal,400,MAB
Normal,8,file screening
Normal,101,file screening
Normal,105,file screening
Normal,430,MAB
Normal,528,MAB-2nd
Normal,420,MAB-2nd
Normal,44,file screening
Normal,85,file screening
Normal,409,MAB
Normal,338,MAB
Normal,521,MAB
Normal,563,MAB-2nd
Normal,16,file screening
Normal,169,file screening
Normal,211,file screening
Normal,618,MAB
Normal,828,MAB-2nd
Normal,912,MAB-2nd
Normal,17,file screening
Normal,21,file screening
Normal,499,MAB
Normal,67,file screening
Normal,114,file screening
Normal,118,file screening
Normal,342,MAB
Normal,342,MAB
Normal,161,file screening
Normal,190,file screening
Normal,282,RTW
Normal,582,file screening
Normal,614,file screening
Normal,642,file screening
Normal,763,MAB
Normal,673,file screening
Normal,763,MAB
Normal,763,MAB
Normal,733,file screening
Normal,764,file screening
Normal,792,file screening
Normal,854,MAB
Normal,812,file screening
Normal,844,file screening
Normal,910,file screening
Normal,968,file screening
Normal,1057,file screening
Normal,377,RTW
Normal,1141,MAB
