tconst,startYear,title,Country of Origin,HK?,language,runtimeMinutes,genres,averageRating,numVotes
tt0266097,1913,Zhuangzi Tests His Wife,Hong Kong,1,en,,Drama,6.2,18
tt0929419,1938,Diao Chan,Hong Kong,1,\N,90,"Drama,Romance,War",6.7,17
tt0468659,1938,The 800 Heroes,China/Hong Kong,1,en,53,War,7.1,19
tt0193197,1938,Public Enemy,Hong Kong,1,en,,Drama,5.6,11
tt0471186,1939,Orphan Island Paradise,Hong Kong,1,en,100,Drama,7.7,19
tt0270187,1939,Zhongguo Taishan li xian ji,Hong Kong,1,\N,,Adventure,6.5,26
tt3476012,1940,Zhongguo Yeren Wang,Hong Kong,1,\N,,Adventure,1,8
tt0283265,1946,The Birth of Mankind,Hong Kong,1,\N,,Drama,8.1,68
tt0471119,1947,An All-Consuming Love,Hong Kong,1,en,92,"Drama,Romance",6.1,10
tt0192100,1948,The Soul of China,Hong Kong,1,en,141,"Drama,History,War",6.7,9
tt0205345,1948,Sorrows of the Forbidden City,Hong Kong,1,en,120,"Drama,History",6.8,62
tt0193178,1948,富貴浮雲,Hong Kong,1,yue,,Drama,7.2,42
tt0194565,1949,Blood-stained Begonia,Hong Kong,1,en,90,"Crime,Drama",6.4,9
tt5821606,1949,Hong hai er,Hong Kong/Singapore,1,\N,90,"Adventure,Fantasy",6.2,6
tt10021780,1949,Mo fu qing chun,Hong Kong,1,\N,83,"Drama,Musical",6,5
tt0200723,1949,"The Story of Wong Fei Hung, Part Two",Hong Kong,1,en,72,"Action,Drama",6.1,14
tt0201673,1949,黃飛鴻傳,Hong Kong,1,yue,72,\N,6.1,22
tt0200008,1949,Return of the Kuangtung Hero,Hong Kong,1,\N,,\N,2.1,24
tt0193633,1950,The Kid,Hong Kong,1,en,80,Drama,5.9,170
tt0194023,1950,花街,Hong Kong,1,cmn,,Drama,6.4,6
tt0205852,1950,How Inspector Daisen Shattered the Strange Cloaks Gang,Hong Kong,1,en,,Crime,7,9
tt0206293,1950,The Awful Truth,Hong Kong,1,en,,Drama,7.1,11
tt0248710,1950,Dadao Wang Wu Xuezhan Xiao Bawang,Hong Kong,1,\N,,\N,8.2,14
tt0205143,1951,The Flower Girl,Hong Kong,1,en,96,Drama,7.6,15
tt0192524,1951,Infancy,Hong Kong,1,en,,"Drama,Family",7.3,39
tt0205566,1952,The Dividing Wall,Hong Kong,1,en,93,Comedy,7.2,8
tt0186115,1952,Fist Battle Between Fong Sze Yu and Hung Sze Kuan,Hong Kong,1,en,,Adventure,4.2,6
tt0206840,1953,Ga,Hong Kong,1,yue,140,Drama,6.8,8
tt0193622,1953,In the Face of Demolition,Hong Kong,1,en,130,Drama,6.8,67
tt0204958,1953,Spring,Hong Kong,1,en,128,Drama,7.4,11
tt0193439,1953,千萬人家,Hong Kong,1,yue,126,Drama,6.4,32
tt0192215,1953,Fu hoi ming dang,Hong Kong,1,yue,111,Drama,6.3,65
tt0206065,1953,The Peerless Beauty,Hong Kong,1,en,110,Drama,6.7,15
tt0187962,1953,Duel with Wong Fei-Hung,Hong Kong,1,en,,"Action,Adventure",6.7,9
tt0191894,1953,A Mother's Tears,Hong Kong,1,en,,Drama,5.9,28
tt0193181,1953,Blame it on Father,Hong Kong,1,en,,Comedy,6.6,32
tt0192497,1954,Autumn,Hong Kong,1,en,103,Drama,7,7
tt2830452,1954,Thousand Mile Corpse Journey,Hong Kong,1,en,102,"Drama,Fantasy,Horror",6,11
tt0205113,1955,Cold Nights,Hong Kong,1,en,136,Drama,6.5,17
tt0193140,1955,We Owe It to Our Children,Hong Kong,1,en,116,Drama,7.5,41
tt0192959,1955,Love Part One,Hong Kong,1,en,113,Drama,6.8,36
tt0192961,1955,"Love, the Sequel",Hong Kong,1,en,113,Drama,7.5,38
tt0193208,1955,Gu xing xue lei,Hong Kong,1,\N,113,Drama,6.9,76
tt0193179,1955,Foo mo sam,Hong Kong,1,yue,111,Drama,6.7,15
tt0204960,1955,春殘夢斷,Hong Kong,1,cmn,111,Drama,6.8,8
tt0205573,1955,一年之計,Hong Kong,1,cmn,98,Drama,7.6,7
tt0193206,1955,Gu yee hang,Hong Kong,1,yue,,Drama,6.6,32
tt0206813,1955,Hou chuang,Hong Kong,1,\N,,Drama,5.1,25
tt0459852,1955,Chin Ping Mei,Hong Kong,1,en,,Drama,7.4,9
tt0205549,1956,A Widow's Tears,Hong Kong,1,en,107,Drama,6.9,9
tt0470516,1956,Sunrise,Hong Kong,1,en,104,Drama,6,8
tt0193651,1956,Zao zhi dang cu wo bu jia,Hong Kong,1,\N,97,Drama,7.6,44
tt0193653,1956,The Wise Guys Who Fool Around,Hong Kong,1,en,87,Comedy,7.6,42
tt0187935,1956,Huang Fei Hong shen bian fu er hu,Hong Kong,1,cmn,,"Adventure,Drama",5.2,6
tt0192950,1956,Dial 999 for Murder,Hong Kong,1,en,,Thriller,6.2,6
tt0205551,1956,The Wedding Night,Hong Kong,1,en,,Drama,5.6,8
tt0206417,1956,Dangerous Beauty,Hong Kong,1,en,,Comedy,8.2,45
tt1152703,1956,Lu Si Niang da po xue di zi,Hong Kong,1,\N,,"Action,Adventure",7.3,9
tt0193289,1957,The Thunderstorm,Hong Kong,1,en,124,Drama,7.7,136
tt0205415,1957,Our Sister Hedy,Hong Kong,1,en,114,"Comedy,Drama",6.8,51
tt3821326,1957,Dai lu nian hua,Hong Kong,1,\N,114,Drama,6.8,6
tt0193642,1957,椰林月,Hong Kong,1,cmn,112,Drama,7,8
tt0194286,1957,The Battle of Love,Hong Kong,1,en,91,"Comedy,Romance",7.2,7
tt0211498,1957,Mambo Girl,Hong Kong,1,en,91,"Drama,Romance",6,117
tt0187967,1957,Wong Fei-hung: King of Lion Dance,Hong Kong,1,en,,\N,8.2,8
tt0798437,1957,999 Hai tan ming an,Hong Kong,1,\N,,Thriller,4.8,6
tt2327433,1957,Nazha's Battle with Dragon King of the Seas,Hong Kong,1,en,,"Adventure,Fantasy",7.4,12
tt0445322,1958,Diao Charn,Hong Kong,1,en,88,"Drama,Music,Romance",6.9,39
tt1889435,1958,Story of the Vulture Conqueror,Hong Kong,1,en,,Adventure,6.8,6
tt0205010,1959,蝶影紅梨記,Hong Kong,1,yue,135,"Musical,Romance",7.2,10
tt0205599,1959,The Purple Hairpin,Hong Kong,1,en,135,"Musical,Romance",6.5,23
tt0211467,1959,Air Hostess,Hong Kong,1,en,102,Romance,6.3,77
tt0211584,1959,Spring Song,Hong Kong,1,en,102,Comedy,6.4,10
tt0247292,1959,Di nu hua,Hong Kong,1,\N,102,"Drama,Musical",6.3,10
tt0194984,1959,江山美人,Hong Kong/Singapore,1,cmn,100,"Drama,Family,Musical",6.7,157
tt0211750,1959,Our Dream Car,Hong Kong,1,en,100,Comedy,6.5,20
tt0209503,1959,Her Tender Heart,Hong Kong,1,en,96,"Comedy,Drama,Musical",5.6,17
tt0209504,1959,Cinderella and Her Little Angels,Hong Kong,1,en,95,"Comedy,Drama",6.5,15
tt0470943,1959,Sweet as Honey,Hong Kong,1,en,95,"Comedy,Romance",7.6,13
tt0194573,1959,"For Better, for Worse",Hong Kong,1,en,88,Drama,5.7,9
tt0205116,1959,Ho moon yeh yin,Hong Kong,1,yue,,Comedy,5.7,8
tt0207735,1959,Ten Brothers,Hong Kong,1,en,,"Adventure,Family,Fantasy",7.2,14
tt0199156,1960,野玫瑰之戀,Hong Kong,1,cmn,128,Musical,7.1,202
tt0349697,1960,Happily Ever After,Hong Kong,1,en,116,Comedy,6.4,7
tt0470605,1960,The Bride Hunter,Hong Kong,1,en,111,"Comedy,Music,Romance",7.1,11
tt0350109,1960,Death Traps,Hong Kong,1,en,107,"Crime,Drama",5.9,19
tt0193458,1960,人海孤鴻,Hong Kong,1,yue,104,"Drama,Family",7.5,119
tt0209107,1960,The June Bride,Hong Kong,1,en,102,Musical,7,25
tt0209502,1960,Between Tears and Laughter,Hong Kong,1,en,102,Drama,6.5,7
tt0193350,1960,My Intimate Partner,Hong Kong,1,en,101,Comedy,6.5,13
tt0211585,1960,Forever Yours,Hong Kong,1,en,98,Romance,5.9,12
tt0208858,1960,Sister Long Legs,Hong Kong,1,en,96,Comedy,6.8,23
tt0192813,1960,Dreams Come True,Hong Kong,1,en,95,"Comedy,Romance",6.6,8
tt0205474,1960,The Eternal Love,Hong Kong,1,en,89,Drama,8,13
tt0211744,1960,Bachelors Beware,Hong Kong,1,en,88,"Drama,Romance",6.7,14
tt0206431,1960,"Laugh, Clown, Laugh",Hong Kong,1,en,,Comedy,5.6,10
tt0162494,1961,Xiang gang zhi ye,Hong Kong/Japan,1,cmn,119,Romance,6.1,14
tt0204924,1961,Love Without End,Hong Kong,1,en,117,Romance,6.7,49
tt0205336,1961,Chin giu baak mei,Hong Kong,1,yue,113,"Drama,Musical,Romance",6.6,40
tt0350342,1961,"Sun, Moon and Star: Part 2",Hong Kong,1,en,113,"Drama,Romance,War",6.7,41
tt0198805,1961,The Greatest Civil War on Earth,Hong Kong,1,en,108,Comedy,7.2,22
tt0209413,1961,體育皇后,Hong Kong,1,cmn,104,Comedy,6.1,9
tt0211753,1961,"Sun, Moon and Star: Part 1",Hong Kong,1,en,99,"Drama,Romance,War",6.9,51
tt0205209,1961,Thunderstorm,Hong Kong,1,en,,Drama,7.2,7
tt0250109,1961,皇城救母定江山,Hong Kong,1,cmn,,"History,Musical",6.8,20
tt0211425,1962,Bride-napping,Hong Kong,1,en,128,"Comedy,Drama",7.6,38
tt0205434,1962,蘇小小,Hong Kong,1,cmn,122,\N,7.6,6
tt0206270,1962,Princess Falls in Love,Hong Kong,1,en,119,"Comedy,History,Musical",7.3,7
tt0470360,1962,Red Bat Apartment,Hong Kong,1,en,117,Thriller,7.7,8
tt0204387,1962,Xiang gang zhi xing,Hong Kong/Japan/Singapore,1,cmn,109,"Drama,Romance",6,11
tt0452024,1962,The Dream of the Red Chamber,Hong Kong,1,en,107,Musical,6.8,47
tt0124296,1962,Dai siu Wong Tin Ba,Hong Kong,1,yue,106,"Action,Adventure,Drama",5.6,207
tt0198807,1962,The Greatest Wedding on Earth,Hong Kong,1,en,103,\N,6.7,16
tt0211399,1962,Ladies First,Hong Kong,1,en,102,"Comedy,Romance",6.1,11
tt0211658,1962,It's Always Spring,Hong Kong,1,en,98,\N,6.4,6
tt0292367,1962,Mid-Nightmare,Hong Kong,1,en,96,\N,7.4,12
tt0193745,1962,Madame White Snake,Hong Kong,1,en,95,"Drama,Fantasy,Musical",6.4,51
tt1342441,1962,Song at Midnight - Part II,Hong Kong,1,en,94,Drama,5.5,8
tt0455539,1962,Fa hou yut yun,Hong Kong,1,yue,,Musical,7.6,6
tt0205018,1963,Tung Hsiao Wan,Hong Kong,1,en,126,"Drama,History",7,11
tt0124891,1963,Qin Xiang Lian,Hong Kong,1,\N,124,"Drama,Musical",6.9,104
tt0211754,1963,Ming sik gaau,Hong Kong,1,yue,113,"Drama,Musical",7.3,19
tt0194953,1963,Love Parade,Hong Kong,1,en,105,"Comedy,Musical",6.1,35
tt0198576,1963,教我如何不想她,Hong Kong,1,cmn,105,Musical,6.1,22
tt0202910,1963,Xiang Gang Dong Jing Xia Wei Yi,Hong Kong/Japan,1,\N,102,Comedy,6.3,10
tt0199150,1963,Father Takes a Bride,Hong Kong,1,en,96,"Comedy,Drama,Musical",7.2,16
tt0205381,1963,Three Men and a Girl,Hong Kong,1,en,,Comedy,7,8
tt4925042,1963,The House of 72 Tenants,China/Hong Kong,1,en,,Comedy,7,23
tt0456741,1964,Between Tears and Smiles,Hong Kong,1,en,137,Drama,7,20
tt0184999,1964,The Grand Substitution,Hong Kong,1,en,116,"Drama,Musical",8,34
tt0195401,1964,The Dancing Millionairess,Hong Kong,1,en,114,"Comedy,Musical,Romance",5.8,25
tt0206272,1964,Three Charming Smiles,Hong Kong,1,en,113,"Comedy,History,Music",7.8,38
tt0185254,1964,The Last Woman of Shang,Hong Kong/South Korea,1,en,108,"Drama,History",7.2,53
tt0453212,1964,San goh luen,Hong Kong,1,yue,106,Musical,6.7,19
tt0199086,1964,A Story of Three Loves Part 1,Hong Kong,1,en,104,Drama,6.4,12
tt3290630,1964,Ru lai shen zhang shang ji,Hong Kong,1,\N,103,Fantasy,6.8,16
tt0184899,1964,Seung fung kei yuen,Hong Kong,1,yue,102,"Drama,Musical,Romance",5.9,22
tt0186685,1964,The Warlord and the Actress,Hong Kong,1,en,101,"Adventure,Drama",7,19
tt0199087,1964,A Story of Three Loves Part 2,Hong Kong,1,en,96,Drama,6.4,11
tt3338106,1964,Ru lai shen zhang 4,Hong Kong,1,cmn,96,"Adventure,Fantasy",5.8,8
tt0888052,1964,Comedy of Mismatches,Hong Kong,1,en,95,"Comedy,Musical",6.6,16
tt3290674,1964,Ru lai shen zhang xia ji da jie ju,Hong Kong,1,\N,95,"Adventure,Fantasy",5.5,8
tt0205103,1964,Garden of Repose,Hong Kong,1,en,89,Drama,7.5,12
tt0184045,1964,The Crimson Palm,Hong Kong,1,en,85,"Crime,Musical,Mystery",5.9,17
tt0888055,1964,Songfest,Hong Kong,1,en,77,"Musical,Romance",6.2,14
tt0183629,1964,The Amorous Lotus Pan,Hong Kong,1,en,75,"Drama,History,Musical",5.5,24
tt0245931,1964,Half a Bed,Hong Kong,1,\N,,\N,6.2,9
tt0470389,1964,My Darling Princess,Hong Kong,1,en,,"Drama,Musical",6.3,8
tt0445440,1965,The Vermilion Door,Hong Kong,1,en,122,"Drama,Romance",5.7,10
tt0209098,1965,Liao zhai zhi yi,Hong Kong,1,\N,112,"Drama,Fantasy,Romance",6.6,22
tt4774306,1965,yu loi un cheung nou sui Man Kim Moon,Hong Kong,1,yue,110,"Action,Adventure,Fantasy",6.8,15
tt0186708,1965,Sai seung gei,Hong Kong,1,yue,109,Musical,6.9,31
tt0455868,1965,The Lark,Hong Kong,1,en,109,"Comedy,Musical,Romance",6.4,18
tt0185174,1965,Bo lin dang,Hong Kong,1,yue,99,"Fantasy,Musical",6.8,35
tt2877598,1965,Sword of Swords,Hong Kong,1,en,97,Adventure,4.5,9
tt0211582,1965,Platoon 77,Hong Kong,1,en,,"Adventure,War",5,9
tt0248774,1965,Eighteeen Powerful Swords,Hong Kong,1,\N,,\N,2.8,9
tt0183388,1966,Lam yue hak (Seung),Hong Kong,1,yue,118,"Drama,Romance,War",6.8,61
tt0183389,1966,The Blue and the Black II,Hong Kong,1,en,116,\N,6.1,40
tt0121568,1966,Xi you ji,Hong Kong,1,\N,112,"Adventure,Fantasy,Musical",6.7,114
tt0186198,1966,Hoh yat gwan joi loi,Hong Kong,1,yue,108,"Drama,Musical,Romance",6.4,26
tt1189061,1966,Young Lovers,Hong Kong,1,en,104,"Musical,Romance",5.5,9
tt0455363,1966,Bat see yuen ga bat chui tau,Hong Kong,1,yue,102,Comedy,4.6,7
tt0455540,1966,Dawn Will Come,Hong Kong,1,en,100,Musical,6.6,11
tt0165367,1966,Lung foo gau,Hong Kong,1,yue,99,"Action,Drama",6.3,32
tt0202217,1966,Ya zhou mi mi jing tan,Hong Kong/Japan,1,cmn,97,"Crime,Drama,Thriller",6.2,58
tt0185557,1966,Lui chun ngon,Hong Kong,1,yue,94,"Drama,Music,Romance",5.9,18
tt0470364,1966,The Painted Skin,Hong Kong,1,en,94,"Drama,Horror",6.7,63
tt0189202,1966,Man siu jun,Hong Kong,1,yue,88,"Action,Adventure",6.3,70
tt0186712,1966,Wild lass,Hong Kong,1,cmn,87,"Music,Romance",7.5,16
tt0377334,1966,Agente 070: Thunderbay missione Grasshopper,Hong Kong/Italy,1,\N,80,Action,2.8,11
tt0358216,1966,Princess Iron Fan,Hong Kong,1,en,77,"Adventure,Fantasy,Musical",6.8,98
tt0192305,1966,Mui gwai ngo oi lei,Hong Kong,1,yue,,"Drama,Romance",6.2,13
tt1368122,1966,The Perfumed Arrow,Hong Kong,1,en,,"Drama,Musical",6.4,15
tt0387695,1967,香江花月夜,Hong Kong,1,cmn,128,"Musical,Romance",7.2,73
tt0185232,1967,Suen,Hong Kong,1,yue,125,"Drama,Romance",7.1,18
tt0211513,1967,幪面大俠,Hong Kong/South Korea,1,cmn,120,"Action,Adventure",5.6,45
tt0193645,1967,英雄本色,Hong Kong,1,yue,118,"Action,Crime,Drama",7.3,86
tt0211449,1967,Moonlight Serenade,Hong Kong,1,en,109,"Drama,Musical",6.7,11
tt0186095,1967,烽火萬里情,Hong Kong,1,yue,104,"Drama,Romance",6.3,16
tt0194094,1967,Auntie Lan,Hong Kong,1,en,103,"Drama,Romance",6.1,14
tt0899288,1967,青春鼓王,Hong Kong,1,cmn,103,"Drama,Musical",6.9,19
tt1293761,1967,Operation Lipstick,Hong Kong,1,en,99,"Action,Thriller",6.7,36
tt0184537,1967,The Goddess of Mercy,Hong Kong/South Korea,1,en,97,Adventure,6.9,36
tt0189036,1967,Chat hap ng yee,Hong Kong,1,yue,97,"Action,Adventure,Crime",6.4,70
tt0211479,1967,Lady Jade Locket,Hong Kong,1,en,97,"Drama,Fantasy,Romance",6.6,20
tt0453200,1967,The Gong Strikes Three,Hong Kong,1,en,96,"Drama,Mystery",5.2,13
tt0186540,1967,San kim jan kong woo,Hong Kong,1,yue,95,"Action,Adventure",5.8,110
tt0192019,1967,風流鐵漢,Hong Kong,1,cmn,95,"Action,Drama",5.5,21
tt3848492,1967,Bi yan mo nu,Hong Kong,1,\N,95,"Adventure,Horror",7.2,8
tt0185648,1967,The Silent Swordsman,Hong Kong,1,en,94,"Action,Adventure,Drama",5.9,65
tt0199064,1967,"Darling, Stay at Home",Hong Kong,1,en,94,"Comedy,Romance",6.9,14
tt0452423,1967,Interpol,Hong Kong,1,en,92,"Adventure,Thriller",6.3,31
tt0185504,1967,Song of Tomorrow,Hong Kong,1,en,91,\N,5.4,11
tt0186027,1967,Dai yat kim,Hong Kong,1,yue,90,\N,6.6,11
tt0445417,1967,Hak ying,Hong Kong,1,yue,90,"Action,Crime",5.7,36
tt0186016,1967,Dai hap fook chau gei,Hong Kong,1,yue,89,"Adventure,Drama",6.3,22
tt1028578,1967,Blue Skies,Hong Kong,1,en,89,"Comedy,Drama,Musical",5.7,22
tt0405250,1967,Pun see dung,Hong Kong,1,yue,82,"Adventure,Comedy,Fantasy",6.3,199
tt0198606,1967,The Flying Killer,Hong Kong,1,en,,"Action,Crime",4.6,12
tt1204780,1967,Trapeze Girl,Hong Kong,1,en,,"Adventure,Drama",7.2,15
tt0436400,1968,Fa yuet leung siu,Hong Kong,1,yue,122,Musical,6.9,22
tt1002993,1968,The Enchanted Chamber,Hong Kong,1,en,114,"Adventure,Fantasy",8.1,8
tt0193060,1968,Cheung,Hong Kong,1,yue,111,Drama,7.2,9
tt0185350,1968,Mist Over Dream Lake,Taiwan/Hong Kong,1,en,101,"Drama,Romance",5.9,21
tt1496475,1968,血城,Taiwan/Hong Kong,1,cmn,101,"Action,Adventure",6.9,36
tt0237161,1968,Dip hoi fa,Hong Kong,1,yue,98,Thriller,6.7,27
tt0205588,1968,Wan lai,Hong Kong,1,yue,96,Drama,6.7,21
tt0074151,1968,The Arch,Hong Kong,1,en,94,Drama,7.2,241
tt0200670,1968,Hung lat chiu,Hong Kong,1,yue,92,Adventure,6.6,77
tt0445508,1968,"Money, Sex and Love",Hong Kong,1,en,91,Drama,5.5,30
tt0884747,1968,Duel at the Supreme Gate,Hong Kong,1,en,91,"Action,Adventure",6,25
tt0192494,1968,"Great Thief of 1,000 Faces",Hong Kong,1,cmn,90,"Action,Adventure",6.5,27
tt0199088,1968,Dragon Fortress,Hong Kong,1,en,89,"Action,Drama",6.8,10
tt0164549,1968,Duet wan ling,Hong Kong,1,yue,88,"Action,Drama",6.6,326
tt0193818,1968,Spring Blossoms,Hong Kong,1,en,88,"Comedy,Romance",7,16
tt0452831,1968,Lui yee gwok,Hong Kong,1,yue,82,"Adventure,Fantasy,Musical",6.5,58
tt0192094,1968,The Magnificent Swordsman,Hong Kong,1,en,80,"Action,Adventure,Drama",6.1,76
tt0201353,1968,The Silver Fox,Hong Kong,1,en,76,"Action,Drama",6.2,54
tt0452974,1968,Bai do sek lau kwan,Hong Kong,1,yue,,"Comedy,Romance",6,9
tt0194332,1969,The Three Smiles,Hong Kong,1,en,111,"Comedy,Musical",6.8,67
tt0445321,1969,釣金亀,Hong Kong,1,cmn,111,Musical,5.9,28
tt0880632,1969,"Marry for Wealth, Die for Conscience",Hong Kong,1,en,109,"Crime,Drama",6,15
tt0828002,1969,Spring Summer Autumn Winter,Hong Kong,1,en,107,Drama,6.4,9
tt0165824,1969,Escorts Over Tiger Hills,Hong Kong,1,en,99,"Action,Drama",7.2,11
tt1560981,1969,Life and Death Entrance,Taiwan/Hong Kong,1,en,99,Action,4.8,9
tt0191890,1969,Chun cham,Hong Kong,1,yue,98,Drama,6.2,16
tt0199016,1969,"Mad, Mad Sword",Hong Kong,1,en,97,"Action,Comedy",6.6,18
tt0827994,1969,Redress,Hong Kong,1,en,97,Action,5.9,27
tt0445528,1969,Diary of a Lady-Killer,Hong Kong,1,en,96,Mystery,6,35
tt0880657,1969,Ye lin chun lian,Hong Kong,1,\N,93,"Comedy,Musical",5.3,16
tt0888053,1969,The Singing Escort,Hong Kong,1,en,92,"Comedy,Musical",4.8,17
tt1745815,1969,A Pearl in Command,Hong Kong,1,en,92,"Action,Adventure",7.2,8
tt0202134,1969,Twin Blades of Doom,Hong Kong,1,en,87,Action,6.5,56
tt0445844,1969,Torrent of Desire,Hong Kong,1,en,86,"Drama,Romance",5.9,20
tt0191824,1969,一個女工的故事,Hong Kong,1,cmn,85,Drama,5.7,13
tt0455611,1969,Law huet,Hong Kong,1,yue,85,"Horror,Thriller",5.8,30
tt1446477,1969,The Mallow Forest,Hong Kong,1,en,84,"Action,Adventure",6.4,13
tt0429009,1969,Chin min moh lui,Hong Kong,1,yue,83,"Action,Crime",6.1,216
tt0192107,1969,Killers Five,Hong Kong,1,en,81,"Action,Drama,Mystery",6.9,77
tt1375745,1969,Ren tou ma,Hong Kong,1,\N,79,"Crime,Horror,Thriller",5.9,21
tt0453318,1969,Yin leung,Hong Kong,1,yue,76,"Action,Drama",6.2,64
tt0192816,1969,Seung si hiu boon,Hong Kong,1,yue,74,Drama,5.7,11
tt0077284,1969,Chai gu,Hong Kong,1,cmn,,\N,4.4,9
tt1132164,1969,Superior Darter,Taiwan/Hong Kong,1,en,,"Action,Adventure",5.2,13
tt1237942,1969,Soul Chasing Whip,Hong Kong/Taiwan,1,cmn,,Action,6.4,8
tt0070684,1970,Sap sam tai bo,Hong Kong,1,yue,117,"Action,Drama,History",6.5,851
tt0445598,1970,Whose Baby Is in the Classroom?,Hong Kong/United States,1,en,108,"Comedy,Romance",5.9,26
tt0945350,1970,Swordswomen Three,Hong Kong,1,en,103,Action,6.3,47
tt0445654,1970,Young Lovers,Hong Kong,1,en,101,"Musical,Romance",5.9,23
tt0450468,1970,Apartment for Ladies,Hong Kong,1,en,101,Comedy,6.1,15
tt0445707,1970,Sat gei,Hong Kong,1,yue,98,Thriller,6.6,33
tt0940879,1970,Lucky 7,Hong Kong,1,en,96,Comedy,7.2,12
tt0194062,1970,Gam yee dai hap,Hong Kong,1,yue,95,"Action,Adventure,Drama",6.2,58
tt0814356,1970,Kwong goh bat doh ching,Hong Kong,1,yue,95,Comedy,5.5,15
tt0346484,1970,Oi ching dik doi ga,Hong Kong,1,yue,93,"Drama,Romance",6.6,23
tt0445830,1970,The 5 Billion Dollar Legacy,Hong Kong,1,en,93,"Horror,Mystery,Thriller",6.2,42
tt1121930,1970,The Winged Tiger,Hong Kong,1,en,93,"Action,Adventure",6.6,56
tt0192601,1970,The Twelve Gold Medallions,Hong Kong,1,en,90,"Action,Drama",6.8,294
tt0201582,1970,Valley of the Fangs,Hong Kong,1,en,90,"Action,Adventure",6.2,124
tt0211666,1970,The Iron Buddha,Hong Kong,1,en,89,"Action,Adventure",6.5,79
tt0430162,1970,Guess Who Killed My Twelve Lovers,Hong Kong,1,en,89,"Comedy,Horror,Musical",6,32
tt0445848,1970,Yuk lui chan ching,Hong Kong,1,yue,89,Drama,5.7,17
tt1730127,1970,The Ill Wind,Hong Kong/Taiwan,1,en,88,"Adventure,Drama",4.8,7
tt0200297,1970,Shadow Girl,Taiwan/Hong Kong,1,en,86,Action,6,17
tt1849766,1970,Flyer and Magic Sword,Hong Kong/Thailand,1,en,85,"Action,Adventure",6.2,14
tt0187252,1970,From the Highway,Hong Kong,1,en,82,"Action,Drama",6.9,31
tt0453091,1970,Gwai nguk lai yan,Hong Kong/Taiwan,1,yue,81,"Fantasy,Horror",5.8,121
tt1160786,1970,The Eagle's Claw,Hong Kong,1,en,80,"Action,Adventure",4.6,10
tt0194554,1970,A Taste of Cold Steel,Hong Kong,1,en,78,"Action,Adventure",6.3,66
tt0199442,1970,Dai law kim hap,Hong Kong,1,yue,78,Action,6.7,52
tt0193663,1970,"Yesterday, Today, Tomorrow",Hong Kong,1,en,75,Drama,7.8,15
tt0192607,1970,Seung choi lam moon,Hong Kong,1,yue,,Comedy,4.6,7
tt0193906,1970,The Younger Generation,Hong Kong,1,en,,"Drama,Family",5.4,12
tt0201989,1970,The Thunderstorm Sword,Taiwan/Hong Kong,1,en,,"Action,Adventure",4.4,11
tt1045618,1970,The Devil's Skin,Hong Kong,1,en,,"Drama,Fantasy",5.6,6
tt0452544,1971,Diamond Thief,Hong Kong,1,en,107,"Comedy,Crime,Romance",6.2,15
tt0211759,1971,The Jade-faced Assassin,Hong Kong,1,en,105,Adventure,6.2,49
tt0874278,1971,The Eunuch,Hong Kong,1,en,105,"Action,Drama",6.6,67
tt0164524,1971,The Blade Spares None,Hong Kong,1,en,101,"Action,Adventure",6.3,138
tt0165549,1971,Huet foo mun,Hong Kong,1,yue,100,"Action,Drama",6.6,104
tt0193155,1971,The Mad Killer,Hong Kong,1,en,98,Action,7,14
tt1431700,1971,The Matchless Conqueror,Hong Kong/Taiwan,1,en,98,Action,6.3,13
tt0077246,1971,Chui meng cheong,Hong Kong/Taiwan,1,yue,96,"Action,Drama",6.5,393
tt0191127,1971,Tou tiao hao han,Hong Kong/Taiwan,1,\N,96,"Action,Drama",6,282
tt0200274,1971,Man chin chuen sam,Hong Kong,1,yue,94,"Action,Drama",6.7,70
tt0445838,1971,夕陽戀人,Hong Kong,1,yue,94,"Musical,Romance",5.6,18
tt0445836,1971,我愛金龜婿,Hong Kong,1,cmn,93,Romance,6.4,17
tt1234764,1971,Wu zhi hong xing,Hong Kong,1,\N,92,"Adventure,Crime,Drama",5.7,11
tt1679589,1971,The Black and White Swordsman,Hong Kong/Taiwan,1,en,92,"Action,Drama",5.5,21
tt0201343,1971,Swordsman at Large,Taiwan/Hong Kong,1,en,89,"Action,Adventure,Drama",6.3,53
tt0872209,1971,6 Assassins,Hong Kong,1,en,89,"Action,Drama",7,89
tt0188291,1971,Miu dik tit qui cheung,Hong Kong,1,yue,87,"Action,Drama",4.8,32
tt0198755,1971,Tung ji gung,Taiwan/Hong Kong,1,yue,86,"Action,Adventure",6.7,62
tt0187238,1971,The Ghostly Face,Hong Kong/Indonesia/Taiwan,1,en,85,"Action,Adventure,Crime",5.6,57
tt0187185,1971,Gam yun sau,Hong Kong,1,yue,84,"Action,Drama",6.1,53
tt0165555,1971,Chui gik,Hong Kong,1,yue,82,"Action,Drama",7.4,49
tt0200797,1971,Lei ru fung,Hong Kong,1,\N,81,Action,6.9,73
tt1139431,1971,The Last Duel,Taiwan/Hong Kong,1,en,81,"Action,Adventure",5.5,16
tt0194566,1971,Ya ba yu xin niang,Hong Kong,1,\N,80,"Drama,Romance",6.2,9
tt0400699,1971,Lui sat sau,Hong Kong,1,yue,80,"Action,Adventure,Crime",6.5,58
